DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;GETHOM;GETMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;OCUHOM;OCUMUJ
1.0;0101;2.0;2013.0;15.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;17.0;4.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;17.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;17.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;17.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;18.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;25.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;25.0;10.0;1.0;0101;999.0;61.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;2.0;2013.0;29.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;30.0;10.0;1.0;0101;999.0;28.0;9.0;2.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;2.0;2013.0;31.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;6.0;2.0;1.0;0101;999.0;58.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;6.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;7.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;20.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;21.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;340.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;26.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2012.0;31.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;3.0;2013.0;2.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;840.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;11.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;15.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;16.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;21.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;723.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;26.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;9999.0;9.0;9.0;9999;9999
1.0;0101;3.0;2013.0;30.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2012.0;9.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2012.0;16.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2012.0;20.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2012.0;23.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2012.0;30.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2013.0;6.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2013.0;16.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2013.0;17.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2013.0;18.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;4.0;2013.0;27.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;5.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;6.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;13.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;14.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;16.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;16.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;17.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;20.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;23.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;27.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;29.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;30.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;5.0;2012.0;30.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;2.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;12.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;13.0;2.0;1.0;0101;999.0;48.0;9.0;2.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;20.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;28.0;5.0;1.0;0101;999.0;41.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;29.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;6.0;2012.0;30.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;4.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;7.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;12.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;15.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;18.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;20.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;21.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;7.0;2012.0;28.0;6.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;2.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;6.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;8.0;2012.0;7.0;6.0;1.0;0101;999.0;26.0;9.0;2.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;8.0;2012.0;9.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;13.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;14.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;17.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;19.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;20.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;22.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;25.0;6.0;1.0;0101;999.0;39.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;27.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;30.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;8.0;2012.0;30.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;6.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;9.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;10.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;11.0;4.0;1.0;0101;999.0;26.0;9.0;2.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;9.0;2012.0;13.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;9.0;2012.0;15.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;20.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;20.0;7.0;1.0;0101;999.0;57.0;9.0;9.0;320.0;222.0;9.0;1.0;9999;9999
1.0;0101;9.0;2012.0;23.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;25.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;25.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;26.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;27.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;858.0;9.0;1.0;9999;9999
1.0;0101;9.0;2012.0;28.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;30.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;9.0;2012.0;31.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;1.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;10.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;11.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;12.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;14.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;17.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;17.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;20.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;20.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;24.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;24.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;25.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;25.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;26.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;28.0;8.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;30.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;30.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;10.0;2012.0;30.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;10.0;2012.0;31.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;2.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;3.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;4.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;4.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;6.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;13.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;16.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;22.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;25.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;27.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;27.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;11.0;2012.0;27.0;9.0;1.0;0101;999.0;999.0;2.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;1.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;3.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;1020.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;3.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;12.0;2012.0;5.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;6.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;10.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;16.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;21.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;23.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0101;12.0;2012.0;26.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0101;12.0;2012.0;30.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0102;1.0;2013.0;10.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0103;2.0;2013.0;28.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0103;7.0;2012.0;3.0;7.0;1.0;0101;999.0;999.0;9.0;2.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0103;7.0;2012.0;6.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0103;7.0;2012.0;15.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0105;8.0;2012.0;6.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;1.0;2013.0;31.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;2.0;2013.0;26.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;8.0;2012.0;18.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;9.0;2012.0;30.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;10.0;2012.0;20.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0106;11.0;2012.0;24.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0108;1.0;2013.0;10.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0108;3.0;2013.0;28.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
1.0;0108;7.0;2012.0;3.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0108;8.0;2012.0;27.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0110;6.0;2012.0;28.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0110;11.0;2012.0;25.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0114;3.0;2013.0;29.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0114;10.0;2012.0;18.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0116;1.0;2013.0;14.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0117;6.0;2012.0;17.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0117;7.0;2012.0;7.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0117;8.0;2012.0;22.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
1.0;0117;11.0;2012.0;13.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;3.0;2013.0;31.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;12.0;2012.0;26.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
3.0;0301;7.0;2012.0;20.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
3.0;0301;8.0;2012.0;30.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
3.0;0301;11.0;2012.0;17.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
3.0;0309;7.0;2012.0;7.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
3.0;0310;6.0;2012.0;2.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
4.0;0401;7.0;2012.0;2.0;3.0;1.0;0101;999.0;42.0;9.0;1.0;320.0;320.0;9.0;1.0;9999;9999
5.0;0501;4.0;2012.0;20.0;2.0;1.0;0101;999.0;39.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
5.0;0501;4.0;2013.0;30.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
5.0;0502;10.0;2012.0;16.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
5.0;0503;3.0;2012.0;10.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999;9999
5.0;0503;4.0;2012.0;18.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
5.0;0503;11.0;2012.0;24.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
5.0;0511;4.0;2012.0;20.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
5.0;0511;8.0;2012.0;13.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
6.0;0603;7.0;2012.0;18.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
6.0;0613;4.0;2012.0;10.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
8.0;0802;1.0;2013.0;26.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
11.0;1101;1.0;2013.0;31.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
12.0;1216;8.0;2012.0;13.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
13.0;1301;4.0;2013.0;30.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
13.0;1326;4.0;2012.0;13.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
16.0;1601;10.0;2012.0;23.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
19.0;1901;2.0;2013.0;1.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
19.0;1902;10.0;2012.0;2.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
19.0;1904;10.0;2012.0;13.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
19.0;1910;6.0;2012.0;28.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
20.0;2011;3.0;2012.0;13.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
20.0;2011;4.0;2012.0;3.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
20.0;2011;8.0;2012.0;19.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
22.0;2204;3.0;2012.0;14.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
22.0;2205;6.0;2012.0;18.0;5.0;1.0;0101;999.0;33.0;9.0;2.0;320.0;320.0;9.0;9.0;9999;9999
22.0;2213;3.0;2013.0;1.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
22.0;2217;1.0;2013.0;2.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
22.0;2217;9.0;2012.0;9.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0201;10.0;2012.0;26.0;9.0;2.0;0201;999.0;33.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;4.0;2012.0;5.0;3.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;5.0;2012.0;8.0;3.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;5.0;2012.0;17.0;1.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
2.0;0202;5.0;2012.0;27.0;4.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;9999
